family,L,M,N,p,shots,fails,wer,seconds,channel_model,depolar_rate,delta_eps_ratio
bivariate_bicycle,24,12,576,0.23,10000,81,0.0081,23.682,mixed,0.0115,0.05
bivariate_bicycle,24,12,576,0.25,10000,207,0.0207,35.687,mixed,0.0125,0.05
bivariate_bicycle,24,12,576,0.27,10000,1202,0.1202,55.34,mixed,0.0135,0.05
bivariate_bicycle,24,12,576,0.265939698,50000,2579,0.05158,248.385,mixed,0.013296985,0.05
bivariate_bicycle,24,12,576,0.268804749,50000,4943,0.09886,267.276,mixed,0.013440237,0.05
bivariate_bicycle,24,12,576,0.2688686,50000,2980,0.0596,266.559,mixed,0.01344343,0.05
bivariate_bicycle,24,12,576,0.269622867,50000,4190,0.0838,270.008,mixed,0.013481143,0.05
bivariate_bicycle,24,12,576,0.269790712,50000,5120,0.1024,273.145,mixed,0.013489536,0.05
bivariate_bicycle,24,12,576,0.269769055,50000,5791,0.11582,276.345,mixed,0.013488453,0.05
bivariate_bicycle,24,12,576,0.05,10000,1,0.0001,7.021,mixed,0.01,0.2
bivariate_bicycle,24,12,576,0.07,10000,11,0.0011,8.14,mixed,0.014,0.2
bivariate_bicycle,24,12,576,0.09,10000,16,0.0016,9.475,mixed,0.018,0.2
bivariate_bicycle,24,12,576,0.11,10000,37,0.0037,12.144,mixed,0.022,0.2
bivariate_bicycle,24,12,576,0.13,10000,63,0.0063,16.281,mixed,0.026,0.2
bivariate_bicycle,24,12,576,0.15,10000,162,0.0162,24.769,mixed,0.03,0.2
bivariate_bicycle,24,12,576,0.17,10000,465,0.0465,41.454,mixed,0.034,0.2
bivariate_bicycle,24,12,576,0.19,10000,1468,0.1468,67.529,mixed,0.038,0.2
bivariate_bicycle,24,12,576,0.180667996,50000,4407,0.08814,269.62,mixed,0.036133599,0.2
bivariate_bicycle,24,12,576,0.18255476,50000,4910,0.0982,281.517,mixed,0.036510952,0.2
bivariate_bicycle,24,12,576,0.18283051,50000,5970,0.1194,286.349,mixed,0.036566102,0.2
bivariate_bicycle,24,12,576,0.182578173,50000,4951,0.09902,284.846,mixed,0.036515635,0.2
bivariate_bicycle,24,12,576,0.182590307,50000,5090,0.1018,282.696,mixed,0.036518061,0.2
bivariate_bicycle,24,12,576,0.18258245,50000,5937,0.11874,287.049,mixed,0.03651649,0.2
