family,L,M,N,p,shots,fails,wer,seconds,channel_model,depolar_rate,delta_eps_ratio
bivariate_bicycle,18,9,324,0.09,50000,884,0.01768,33.258,mixed,0.045,0.5
bivariate_bicycle,18,9,324,0.11,50000,7053,0.14106,65.596,mixed,0.055,0.5
bivariate_bicycle,18,9,324,0.1,50000,2338,0.04676,49.276,mixed,0.05,0.5
bivariate_bicycle,18,9,324,0.105,50000,4935,0.0987,56.269,mixed,0.0525,0.5
bivariate_bicycle,18,9,324,0.1075,50000,5759,0.11518,62.354,mixed,0.05375,0.5
bivariate_bicycle,18,9,324,0.10625,50000,3803,0.07606,57.529,mixed,0.053125,0.5
bivariate_bicycle,18,9,324,0.106875,50000,4900,0.098,59.879,mixed,0.0534375,0.5
bivariate_bicycle,18,9,324,0.1071875,50000,5068,0.10136,61.138,mixed,0.05359375,0.5
bivariate_bicycle,18,9,324,0.05,10000,25,0.0025,3.985,mixed,0.0375,0.75
bivariate_bicycle,18,9,324,0.07,10000,334,0.0334,7.732,mixed,0.0525,0.75
bivariate_bicycle,18,9,324,0.09,10000,2224,0.2224,18.266,mixed,0.0675,0.75
bivariate_bicycle,18,9,324,0.07,50000,1866,0.03732,39.103,mixed,0.0525,0.75
bivariate_bicycle,18,9,324,0.09,50000,11159,0.22318,88.147,mixed,0.0675,0.75
bivariate_bicycle,18,9,324,0.08,50000,4690,0.0938,58.92,mixed,0.06,0.75
bivariate_bicycle,18,9,324,0.085,50000,7465,0.1493,72.338,mixed,0.06375,0.75
bivariate_bicycle,18,9,324,0.0825,50000,5937,0.11874,65.208,mixed,0.061875,0.75
bivariate_bicycle,18,9,324,0.08125,50000,6097,0.12194,63.861,mixed,0.0609375,0.75
bivariate_bicycle,18,9,324,0.080625,50000,4828,0.09656,59.916,mixed,0.06046875,0.75
bivariate_bicycle,18,9,324,0.0809375,50000,5091,0.10182,61.402,mixed,0.060703125,0.75
bivariate_bicycle,18,9,324,0.05,10000,97,0.0097,5.826,mixed,0.05,1.0
bivariate_bicycle,18,9,324,0.07,10000,1767,0.1767,15.862,mixed,0.07,1.0
bivariate_bicycle,18,9,324,0.05,50000,534,0.01068,28.768,mixed,0.05,1.0
bivariate_bicycle,18,9,324,0.07,50000,8907,0.17814,80.769,mixed,0.07,1.0
bivariate_bicycle,18,9,324,0.06,50000,2691,0.05382,50.194,mixed,0.06,1.0
bivariate_bicycle,18,9,324,0.065,50000,5897,0.11794,63.86,mixed,0.065,1.0
bivariate_bicycle,18,9,324,0.0625,50000,4557,0.09114,60.928,mixed,0.0625,1.0
bivariate_bicycle,18,9,324,0.06375,50000,4483,0.08966,59.493,mixed,0.06375,1.0
bivariate_bicycle,18,9,324,0.064375,50000,4606,0.09212,58.033,mixed,0.064375,1.0
bivariate_bicycle,18,9,324,0.0646875,50000,5781,0.11562,60.538,mixed,0.0646875,1.0
bivariate_bicycle,18,9,324,0.05,10000,0,0.0,2.671,mixed,0.0025,0.05
bivariate_bicycle,18,9,324,0.07,10000,0,0.0,2.56,mixed,0.0035,0.05
bivariate_bicycle,18,9,324,0.09,10000,0,0.0,2.62,mixed,0.0045,0.05
bivariate_bicycle,18,9,324,0.11,10000,0,0.0,2.732,mixed,0.0055,0.05
bivariate_bicycle,18,9,324,0.13,10000,2,0.0002,2.82,mixed,0.0065,0.05
bivariate_bicycle,18,9,324,0.15,10000,3,0.0003,3.173,mixed,0.0075,0.05
bivariate_bicycle,18,9,324,0.17,10000,8,0.0008,3.59,mixed,0.0085,0.05
bivariate_bicycle,18,9,324,0.19,10000,21,0.0021,4.172,mixed,0.0095,0.05
bivariate_bicycle,18,9,324,0.21,10000,35,0.0035,5.394,mixed,0.0105,0.05
bivariate_bicycle,18,9,324,0.23,10000,106,0.0106,7.511,mixed,0.0115,0.05
bivariate_bicycle,18,9,324,0.25,10000,375,0.0375,17.181,mixed,0.0125,0.05
bivariate_bicycle,18,9,324,0.27,10000,1298,0.1298,40.709,mixed,0.0135,0.05
bivariate_bicycle,18,9,324,0.263542795,50000,3578,0.07156,145.807,mixed,0.01317714,0.05
bivariate_bicycle,18,9,324,0.266696004,50000,5532,0.11064,96.431,mixed,0.0133348,0.05
bivariate_bicycle,18,9,324,0.265837505,50000,3811,0.07622,93.507,mixed,0.013291875,0.05
bivariate_bicycle,18,9,324,0.266430623,50000,4967,0.09934,95.221,mixed,0.013321531,0.05
bivariate_bicycle,18,9,324,0.266446123,50000,5242,0.10484,96.175,mixed,0.013322306,0.05
bivariate_bicycle,18,9,324,0.266432483,50000,4956,0.09912,95.895,mixed,0.013321624,0.05
bivariate_bicycle,18,9,324,0.05,10000,2,0.0002,3.651,mixed,0.01,0.2
bivariate_bicycle,18,9,324,0.07,10000,1,0.0001,3.997,mixed,0.014,0.2
bivariate_bicycle,18,9,324,0.09,10000,8,0.0008,4.457,mixed,0.018,0.2
bivariate_bicycle,18,9,324,0.11,10000,25,0.0025,5.399,mixed,0.022,0.2
bivariate_bicycle,18,9,324,0.13,10000,53,0.0053,6.881,mixed,0.026,0.2
bivariate_bicycle,18,9,324,0.15,10000,133,0.0133,10.184,mixed,0.03,0.2
bivariate_bicycle,18,9,324,0.17,10000,552,0.0552,15.868,mixed,0.034,0.2
bivariate_bicycle,18,9,324,0.19,10000,1678,0.1678,24.965,mixed,0.038,0.2
bivariate_bicycle,18,9,324,0.177957371,50000,4549,0.09098,95.893,mixed,0.035591474,0.2
bivariate_bicycle,18,9,324,0.179371384,50000,6931,0.13862,103.624,mixed,0.035874277,0.2
bivariate_bicycle,18,9,324,0.178225096,50000,4641,0.09282,95.972,mixed,0.035645019,0.2
bivariate_bicycle,18,9,324,0.178404798,50000,6482,0.12964,99.116,mixed,0.03568096,0.2
bivariate_bicycle,18,9,324,0.178260138,50000,5817,0.11634,96.632,mixed,0.035652028,0.2
bivariate_bicycle,18,9,324,0.178235793,50000,5822,0.11644,97.359,mixed,0.035647159,0.2
