family,L,M,N,p,shots,fails,wer,seconds,channel_model,depolar_rate,delta_eps_ratio
bivariate_bicycle,30,15,900,0.15875,50000,4494,0.08988,518.3,mixed,0.047625,0.3
bivariate_bicycle,30,15,900,0.159375,50000,4689,0.09378,530.324,mixed,0.0478125,0.3
bivariate_bicycle,30,15,900,0.1596875,50000,5360,0.1072,519.84,mixed,0.04790625,0.3
bivariate_bicycle,30,15,900,0.05,10000,30,0.003,13.374,mixed,0.025,0.5
bivariate_bicycle,30,15,900,0.07,10000,67,0.0067,20.732,mixed,0.035,0.5
bivariate_bicycle,30,15,900,0.09,10000,190,0.019,39.212,mixed,0.045,0.5
bivariate_bicycle,30,15,900,0.11,10000,666,0.0666,79.562,mixed,0.055,0.5
bivariate_bicycle,30,15,900,0.13,10000,3337,0.3337,143.497,mixed,0.065,0.5
bivariate_bicycle,30,15,900,0.11,50000,3239,0.06478,396.073,mixed,0.055,0.5
bivariate_bicycle,30,15,900,0.13,50000,17024,0.34048,726.055,mixed,0.065,0.5
bivariate_bicycle,30,15,900,0.12,50000,5965,0.1193,540.654,mixed,0.06,0.5
bivariate_bicycle,30,15,900,0.115,50000,3794,0.07588,464.211,mixed,0.0575,0.5
bivariate_bicycle,30,15,900,0.1175,50000,6345,0.1269,510.422,mixed,0.05875,0.5
bivariate_bicycle,30,15,900,0.11625,50000,4050,0.081,481.478,mixed,0.058125,0.5
bivariate_bicycle,30,15,900,0.116875,50000,4209,0.08418,489.277,mixed,0.0584375,0.5
bivariate_bicycle,30,15,900,0.1171875,50000,4670,0.0934,495.858,mixed,0.05859375,0.5
bivariate_bicycle,30,15,900,0.05,10000,78,0.0078,20.678,mixed,0.0375,0.75
bivariate_bicycle,30,15,900,0.07,10000,198,0.0198,45.728,mixed,0.0525,0.75
bivariate_bicycle,30,15,900,0.09,10000,1012,0.1012,104.441,mixed,0.0675,0.75
bivariate_bicycle,30,15,900,0.07,50000,1108,0.02216,226.56,mixed,0.0525,0.75
bivariate_bicycle,30,15,900,0.09,50000,5389,0.10778,519.934,mixed,0.0675,0.75
bivariate_bicycle,30,15,900,0.08,50000,1932,0.03864,345.631,mixed,0.06,0.75
bivariate_bicycle,30,15,900,0.085,50000,2994,0.05988,423.97,mixed,0.06375,0.75
bivariate_bicycle,30,15,900,0.0875,50000,4115,0.0823,474.552,mixed,0.065625,0.75
bivariate_bicycle,30,15,900,0.08875,50000,4586,0.09172,495.499,mixed,0.0665625,0.75
bivariate_bicycle,30,15,900,0.089375,50000,5052,0.10104,509.081,mixed,0.06703125,0.75
bivariate_bicycle,30,15,900,0.0890625,50000,6444,0.12888,510.526,mixed,0.066796875,0.75
bivariate_bicycle,30,15,900,0.05,10000,129,0.0129,33.287,mixed,0.05,1.0
bivariate_bicycle,30,15,900,0.07,10000,786,0.0786,92.691,mixed,0.07,1.0
bivariate_bicycle,30,15,900,0.09,10000,6716,0.6716,190.34,mixed,0.09,1.0
bivariate_bicycle,30,15,900,0.07,50000,3953,0.07906,466.996,mixed,0.07,1.0
bivariate_bicycle,30,15,900,0.09,50000,33242,0.66484,953.326,mixed,0.09,1.0
bivariate_bicycle,30,15,900,0.08,50000,14583,0.29166,720.063,mixed,0.08,1.0
bivariate_bicycle,30,15,900,0.075,50000,9949,0.19898,594.595,mixed,0.075,1.0
bivariate_bicycle,30,15,900,0.0725,50000,5330,0.1066,525.365,mixed,0.0725,1.0
bivariate_bicycle,30,15,900,0.07125,50000,4575,0.0915,493.214,mixed,0.07125,1.0
bivariate_bicycle,30,15,900,0.071875,50000,5063,0.10126,511.516,mixed,0.071875,1.0
bivariate_bicycle,30,15,900,0.0715625,50000,4686,0.09372,500.904,mixed,0.0715625,1.0
bivariate_bicycle,30,15,900,0.05,10000,1,0.0001,10.967,mixed,0.0025,0.05
bivariate_bicycle,30,15,900,0.07,10000,2,0.0002,12.829,mixed,0.0035,0.05
bivariate_bicycle,30,15,900,0.09,10000,1,0.0001,14.254,mixed,0.0045,0.05
bivariate_bicycle,30,15,900,0.11,10000,4,0.0004,15.26,mixed,0.0055,0.05
bivariate_bicycle,30,15,900,0.13,10000,11,0.0011,16.051,mixed,0.0065,0.05
bivariate_bicycle,30,15,900,0.15,10000,14,0.0014,19.493,mixed,0.0075,0.05
bivariate_bicycle,30,15,900,0.17,10000,29,0.0029,24.186,mixed,0.0085,0.05
bivariate_bicycle,30,15,900,0.19,10000,42,0.0042,30.719,mixed,0.0095,0.05
bivariate_bicycle,30,15,900,0.21,10000,64,0.0064,42.001,mixed,0.0105,0.05
bivariate_bicycle,30,15,900,0.23,10000,81,0.0081,60.187,mixed,0.0115,0.05
bivariate_bicycle,30,15,900,0.25,10000,165,0.0165,87.005,mixed,0.0125,0.05
bivariate_bicycle,30,15,900,0.27,10000,604,0.0604,138.2,mixed,0.0135,0.05
bivariate_bicycle,30,15,900,0.29,10000,836,0.0836,199.988,mixed,0.0145,0.05
bivariate_bicycle,30,15,900,0.31,10000,2976,0.2976,276.487,mixed,0.0155,0.05
bivariate_bicycle,30,15,900,0.29153271,50000,6373,0.12746,1024.26,mixed,0.014576635,0.05
bivariate_bicycle,30,15,900,0.290573106,50000,5922,0.11844,1010.251,mixed,0.014528655,0.05
bivariate_bicycle,30,15,900,0.290269774,50000,8492,0.16984,1008.462,mixed,0.014513489,0.05
bivariate_bicycle,30,15,900,0.290051302,50000,5785,0.1157,997.733,mixed,0.014502565,0.05
bivariate_bicycle,30,15,900,0.29002621,50000,4185,0.0837,996.705,mixed,0.014501311,0.05
bivariate_bicycle,30,15,900,0.290038991,50000,7764,0.15528,1003.178,mixed,0.01450195,0.05
bivariate_bicycle,30,15,900,0.05,10000,3,0.0003,14.041,mixed,0.01,0.2
bivariate_bicycle,30,15,900,0.07,10000,8,0.0008,15.769,mixed,0.014,0.2
bivariate_bicycle,30,15,900,0.09,10000,28,0.0028,20.514,mixed,0.018,0.2
bivariate_bicycle,30,15,900,0.11,10000,48,0.0048,28.021,mixed,0.022,0.2
bivariate_bicycle,30,15,900,0.13,10000,83,0.0083,38.242,mixed,0.026,0.2
bivariate_bicycle,30,15,900,0.15,10000,147,0.0147,61.595,mixed,0.03,0.2
bivariate_bicycle,30,15,900,0.17,10000,255,0.0255,95.355,mixed,0.034,0.2
bivariate_bicycle,30,15,900,0.19,10000,799,0.0799,165.364,mixed,0.038,0.2
bivariate_bicycle,30,15,900,0.21,10000,2425,0.2425,254.038,mixed,0.042,0.2
bivariate_bicycle,30,15,900,0.192472325,50000,4561,0.09122,873.454,mixed,0.038494465,0.2
bivariate_bicycle,30,15,900,0.193489598,50000,6968,0.13936,904.031,mixed,0.03869792,0.2
bivariate_bicycle,30,15,900,0.19265786,50000,5214,0.10428,874.593,mixed,0.038531572,0.2
bivariate_bicycle,30,15,900,0.192597057,50000,4440,0.0888,870.938,mixed,0.038519411,0.2
bivariate_bicycle,30,15,900,0.192641049,50000,5295,0.1059,870.232,mixed,0.03852821,0.2
bivariate_bicycle,30,15,900,0.19262587,50000,5156,0.10312,876.379,mixed,0.038525174,0.2
